Time (s),Channel 1 (V)
0,0.002701777984617575
0.001249999999999751,0.002366025338724783
0.002500000000000391,0.002701777984617575
0.003750000000000142,0.002701777984617575
0.004999999999999893,0.002366025338724783
0.006249999999999645,0.002701777984617422
0.007500000000000284,0.002701777984617575
0.008750000000000036,0.002366025338724783
0.009999999999999787,0.002701777984617575
0.01125000000000043,0.002701777984617422
0.01250000000000018,0.002366025338724783
0.01374999999999993,0.002366025338724783
0.01499999999999968,0.002366025338724783
0.01625000000000032,0.002366025338724783
0.01750000000000007,0.002366025338724783
0.01874999999999982,0.002701777984617575
0.01999999999999957,0.002366025338724936
0.02125000000000021,0.002366025338724783
0.02249999999999996,0.002701777984617575
0.02374999999999972,0.002366025338724783
0.02500000000000036,0.002366025338724783
0.02625000000000011,0.002366025338724783
0.02749999999999986,0.002366025338724783
0.02874999999999961,0.002366025338724783
0.03000000000000025,0.002366025338724783
0.03125,0.002701777984617575
0.03249999999999975,0.002366025338724783
0.03375000000000039,0.002366025338724783
0.03500000000000014,0.002366025338724783
0.03624999999999989,0.002366025338724783
0.03749999999999964,0.002366025338724783
0.03875000000000028,0.002701777984617575
0.04000000000000004,0.002366025338724783
0.04124999999999979,0.002366025338724783
0.04250000000000043,0.002366025338724783
0.04375000000000018,0.002366025338724783
0.04499999999999993,0.002366025338724783
0.04624999999999968,0.002366025338724783
0.04750000000000032,0.002366025338724783
0.04875000000000007,0.002366025338724783
0.04999999999999982,0.002366025338724783
0.05124999999999957,0.002701777984617422
0.05250000000000021,0.002366025338724783
0.05374999999999996,0.002366025338724783
0.05499999999999972,0.002366025338724783
0.05625000000000036,0.002366025338724783
0.05750000000000011,0.002366025338724783
0.05874999999999986,0.002701777984617575
0.05999999999999961,0.002701777984617575
0.06125000000000025,0.002701777984617575
0.0625,0.002701777984617575
0.06374999999999975,0.002701777984617575
0.06500000000000039,0.002701777984617575
0.06625000000000014,0.002701777984617575
0.06749999999999989,0.002701777984617575
0.06874999999999964,0.002366025338724936
0.07000000000000028,0.002366025338724783
0.07125000000000004,0.002366025338724783
0.07249999999999979,0.002366025338724783
0.07375000000000043,0.002366025338724783
0.07500000000000018,0.002366025338724783
0.07624999999999993,0.002366025338724783
0.07749999999999968,0.002366025338724783
0.07875000000000032,0.002701777984617575
0.08000000000000007,0.002701777984617575
0.08124999999999982,0.002701777984617575
0.08249999999999957,0.002366025338724936
0.08375000000000021,0.002366025338724783
0.08499999999999996,0.002701777984617575
0.08624999999999972,0.002701777984617575
0.08750000000000036,0.002701777984617575
0.08875000000000011,0.002701777984617575
0.08999999999999986,0.002701777984617575
0.09124999999999961,0.002366025338724936
0.09250000000000025,0.002701777984617575
0.09375,0.002366025338724783
0.09499999999999975,0.002366025338724783
